Scenario,Final_Arctic_Anomaly_K,Final_Europe_Anomaly_K,Final_EAR_Instantaneous,Final_EAR_10Y_MA_Trend
SSP245,0.2003173828125,-4.154815673828125,-20.741163924436318,0.3692396283149719
SSP585,6.55035400390625,-1.573516845703125,-0.24021859654680816,0.478736937046051
